Handle,Command,Body HTML
1-1-2-in-dialset-female-npt-double-union,UPDATE,"<p>The DS06-104-DUT-LF is a lead-free pressure reducing valve from Resideo (Honeywell Home), 1-1/2 inch, NPT connection, double union.</p><p>A pressure reducing valve sits where the water service enters the building and holds house pressure at a set value regardless of what the street is doing. Municipal mains commonly run well above what residential fixtures are rated for, and street pressure is not constant — it climbs at night when demand drops.</p><p>Uncontrolled pressure is what shortens the life of everything downstream. Fill valves, supply lines, washing machine hoses and water heaters all fail earlier on high pressure, and most plumbing codes cap what may be delivered to fixtures. The PRV is the single component that decides whether the rest of the system lives at its rated pressure.</p><p>This is a <strong>DialSet</strong> valve: the outlet pressure is set on a dial on the valve itself, without plumbing in a gauge and without trial and error. On a commissioning visit that is the difference between setting the pressure in a minute and chasing it with a test gauge and an adjusting screw.</p><p>The <strong>double union</strong> body comes apart on both sides, so the valve is removed and serviced without cutting the line. On a water service that is often the only accessible point in the system, that matters more than it sounds.</p><p><strong>Lead free</strong> construction, as required for potable water in the United States.</p><p>Size the valve to the service line, not to the fixture count. An oversized PRV hunts at low flow; an undersized one starves the building at peak draw.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DS06-104-DUT-LF/U</li><li><strong>Type:</strong> Pressure reducing valve</li><li><strong>Size:</strong> 1-1/2 in</li><li><strong>Connection:</strong> NPT</li><li><strong>Union:</strong> Double union</li><li><strong>DialSet:</strong> Yes</li><li><strong>Lead free:</strong> Yes</li><li><strong>UPC:</strong> 085267822695</li><li><strong>Category:</strong> Pressure Reducing Valves</li></ul>"
1-1-2-in-dialset-female-npt-single-union-internally-threaded-prv,UPDATE,"<p>The DS06-104-SUT-LF is a lead-free pressure reducing valve from Resideo (Honeywell Home), 1-1/2 inch, NPT connection, single union.</p><p>A pressure reducing valve sits where the water service enters the building and holds house pressure at a set value regardless of what the street is doing. Municipal mains commonly run well above what residential fixtures are rated for, and street pressure is not constant — it climbs at night when demand drops.</p><p>Uncontrolled pressure is what shortens the life of everything downstream. Fill valves, supply lines, washing machine hoses and water heaters all fail earlier on high pressure, and most plumbing codes cap what may be delivered to fixtures. The PRV is the single component that decides whether the rest of the system lives at its rated pressure.</p><p>This is a <strong>DialSet</strong> valve: the outlet pressure is set on a dial on the valve itself, without plumbing in a gauge and without trial and error. On a commissioning visit that is the difference between setting the pressure in a minute and chasing it with a test gauge and an adjusting screw.</p><p>The <strong>single union</strong> body gives a service joint on one side. It is the more compact arrangement where the run into the valve is fixed and the outlet side can be broken.</p><p><strong>Lead free</strong> construction, as required for potable water in the United States.</p><p>Size the valve to the service line, not to the fixture count. An oversized PRV hunts at low flow; an undersized one starves the building at peak draw.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DS06-104-SUT-LF/U</li><li><strong>Type:</strong> Pressure reducing valve</li><li><strong>Size:</strong> 1-1/2 in</li><li><strong>Connection:</strong> NPT</li><li><strong>Union:</strong> Single union</li><li><strong>DialSet:</strong> Yes</li><li><strong>Lead free:</strong> Yes</li><li><strong>UPC:</strong> 085267440875</li><li><strong>Shipping weight:</strong> 8.4 lb</li><li><strong>Category:</strong> Pressure Reducing Valves</li></ul>"
1-1-2-in-dialset-female-npt-single-union-sweat-prv,UPDATE,"<p>The DS06-104-SUS-LF is a lead-free pressure reducing valve from Resideo (Honeywell Home), 1-1/2 inch, sweat connection, single union.</p><p>A pressure reducing valve sits where the water service enters the building and holds house pressure at a set value regardless of what the street is doing. Municipal mains commonly run well above what residential fixtures are rated for, and street pressure is not constant — it climbs at night when demand drops.</p><p>Uncontrolled pressure is what shortens the life of everything downstream. Fill valves, supply lines, washing machine hoses and water heaters all fail earlier on high pressure, and most plumbing codes cap what may be delivered to fixtures. The PRV is the single component that decides whether the rest of the system lives at its rated pressure.</p><p>This is a <strong>DialSet</strong> valve: the outlet pressure is set on a dial on the valve itself, without plumbing in a gauge and without trial and error. On a commissioning visit that is the difference between setting the pressure in a minute and chasing it with a test gauge and an adjusting screw.</p><p>The <strong>single union</strong> body gives a service joint on one side. It is the more compact arrangement where the run into the valve is fixed and the outlet side can be broken.</p><p><strong>Lead free</strong> construction, as required for potable water in the United States.</p><p>Size the valve to the service line, not to the fixture count. An oversized PRV hunts at low flow; an undersized one starves the building at peak draw.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DS06-104-SUS-LF/U</li><li><strong>Type:</strong> Pressure reducing valve</li><li><strong>Size:</strong> 1-1/2 in</li><li><strong>Connection:</strong> sweat</li><li><strong>Union:</strong> Single union</li><li><strong>DialSet:</strong> Yes</li><li><strong>Lead free:</strong> Yes</li><li><strong>UPC:</strong> 085267422918</li><li><strong>Shipping weight:</strong> 8.4 lb</li><li><strong>Category:</strong> Pressure Reducing Valves</li></ul>"
1-1-4-in-dialset-female-npt-double-union-internally-threaded-prv,UPDATE,"<p>The DS06-103-DUT-LF is a lead-free pressure reducing valve from Resideo (Honeywell Home), 1-1/4 inch, NPT connection, double union.</p><p>A pressure reducing valve sits where the water service enters the building and holds house pressure at a set value regardless of what the street is doing. Municipal mains commonly run well above what residential fixtures are rated for, and street pressure is not constant — it climbs at night when demand drops.</p><p>Uncontrolled pressure is what shortens the life of everything downstream. Fill valves, supply lines, washing machine hoses and water heaters all fail earlier on high pressure, and most plumbing codes cap what may be delivered to fixtures. The PRV is the single component that decides whether the rest of the system lives at its rated pressure.</p><p>This is a <strong>DialSet</strong> valve: the outlet pressure is set on a dial on the valve itself, without plumbing in a gauge and without trial and error. On a commissioning visit that is the difference between setting the pressure in a minute and chasing it with a test gauge and an adjusting screw.</p><p>The <strong>double union</strong> body comes apart on both sides, so the valve is removed and serviced without cutting the line. On a water service that is often the only accessible point in the system, that matters more than it sounds.</p><p><strong>Lead free</strong> construction, as required for potable water in the United States.</p><p>Size the valve to the service line, not to the fixture count. An oversized PRV hunts at low flow; an undersized one starves the building at peak draw.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DS06-103-DUT-LF/U</li><li><strong>Type:</strong> Pressure reducing valve</li><li><strong>Size:</strong> 1-1/4 in</li><li><strong>Connection:</strong> NPT</li><li><strong>Union:</strong> Double union</li><li><strong>DialSet:</strong> Yes</li><li><strong>Lead free:</strong> Yes</li><li><strong>UPC:</strong> 085267734028</li><li><strong>Category:</strong> Pressure Reducing Valves</li></ul>"
1-1-4-in-dialset-female-npt-double-union-sweat-prv,UPDATE,"<p>The DS06-103-DUS-LF is a lead-free pressure reducing valve from Resideo (Honeywell Home), 1-1/4 inch, sweat connection, double union.</p><p>A pressure reducing valve sits where the water service enters the building and holds house pressure at a set value regardless of what the street is doing. Municipal mains commonly run well above what residential fixtures are rated for, and street pressure is not constant — it climbs at night when demand drops.</p><p>Uncontrolled pressure is what shortens the life of everything downstream. Fill valves, supply lines, washing machine hoses and water heaters all fail earlier on high pressure, and most plumbing codes cap what may be delivered to fixtures. The PRV is the single component that decides whether the rest of the system lives at its rated pressure.</p><p>This is a <strong>DialSet</strong> valve: the outlet pressure is set on a dial on the valve itself, without plumbing in a gauge and without trial and error. On a commissioning visit that is the difference between setting the pressure in a minute and chasing it with a test gauge and an adjusting screw.</p><p>The <strong>double union</strong> body comes apart on both sides, so the valve is removed and serviced without cutting the line. On a water service that is often the only accessible point in the system, that matters more than it sounds.</p><p><strong>Lead free</strong> construction, as required for potable water in the United States.</p><p>Size the valve to the service line, not to the fixture count. An oversized PRV hunts at low flow; an undersized one starves the building at peak draw.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DS06-103-DUS-LF/U</li><li><strong>Type:</strong> Pressure reducing valve</li><li><strong>Size:</strong> 1-1/4 in</li><li><strong>Connection:</strong> sweat</li><li><strong>Union:</strong> Double union</li><li><strong>DialSet:</strong> Yes</li><li><strong>Lead free:</strong> Yes</li><li><strong>UPC:</strong> 085267041645</li><li><strong>Category:</strong> Pressure Reducing Valves</li></ul>"
1-1-4-in-dialset-female-npt-single-union-internally-threaded-prv,UPDATE,"<p>The DS06-103-SUT-LF is a lead-free pressure reducing valve from Resideo (Honeywell Home), 1-1/4 inch, NPT connection, single union.</p><p>A pressure reducing valve sits where the water service enters the building and holds house pressure at a set value regardless of what the street is doing. Municipal mains commonly run well above what residential fixtures are rated for, and street pressure is not constant — it climbs at night when demand drops.</p><p>Uncontrolled pressure is what shortens the life of everything downstream. Fill valves, supply lines, washing machine hoses and water heaters all fail earlier on high pressure, and most plumbing codes cap what may be delivered to fixtures. The PRV is the single component that decides whether the rest of the system lives at its rated pressure.</p><p>This is a <strong>DialSet</strong> valve: the outlet pressure is set on a dial on the valve itself, without plumbing in a gauge and without trial and error. On a commissioning visit that is the difference between setting the pressure in a minute and chasing it with a test gauge and an adjusting screw.</p><p>The <strong>single union</strong> body gives a service joint on one side. It is the more compact arrangement where the run into the valve is fixed and the outlet side can be broken.</p><p><strong>Lead free</strong> construction, as required for potable water in the United States.</p><p>Size the valve to the service line, not to the fixture count. An oversized PRV hunts at low flow; an undersized one starves the building at peak draw.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DS06-103-SUT-LF/U</li><li><strong>Type:</strong> Pressure reducing valve</li><li><strong>Size:</strong> 1-1/4 in</li><li><strong>Connection:</strong> NPT</li><li><strong>Union:</strong> Single union</li><li><strong>DialSet:</strong> Yes</li><li><strong>Lead free:</strong> Yes</li><li><strong>UPC:</strong> 085267786850</li><li><strong>Shipping weight:</strong> 4.4 lb</li><li><strong>Category:</strong> Pressure Reducing Valves</li></ul>"
1-1-4-in-npt-mixing-valve-lf,UPDATE,"<p>The MX128LF is a lead-free thermostatic mixing valve from Resideo (Honeywell Home), 1-1/4 inch, NPT connection.</p><p>A mixing valve solves a problem that has no other answer: a water heater has to be kept hot enough to suppress bacterial growth in the tank, and that temperature is too hot to deliver to a tap. The valve blends stored hot water with cold on its way out, so the tank stays hot and the fixture does not.</p><p>Beyond safety, tempering buys capacity. A tank held hot and blended down delivers considerably more usable hot water than the same tank set to delivery temperature, because each gallon drawn is stretched with cold.</p><p><strong>Lead free</strong> construction, as required for potable water in the United States.</p><p>Set the outlet temperature with a thermometer at the fixture, not by the dial alone, and re-check it after the system has settled. Inlet conditions move the mix, and a valve set on a cold line reads differently once the loop is up to temperature.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> MX128LF/U</li><li><strong>Type:</strong> Thermostatic mixing valve</li><li><strong>Size:</strong> 1-1/4 in</li><li><strong>Connection:</strong> NPT</li><li><strong>Lead free:</strong> Yes</li><li><strong>UPC:</strong> 085267358972</li><li><strong>Category:</strong> Mixing Valves</li></ul>"
1-2-in-dialset-female-npt-double-union-prv,UPDATE,"<p>The DS06-100-DUT-LF is a lead-free pressure reducing valve from Resideo (Honeywell Home), 1/2 inch, NPT connection, double union.</p><p>A pressure reducing valve sits where the water service enters the building and holds house pressure at a set value regardless of what the street is doing. Municipal mains commonly run well above what residential fixtures are rated for, and street pressure is not constant — it climbs at night when demand drops.</p><p>Uncontrolled pressure is what shortens the life of everything downstream. Fill valves, supply lines, washing machine hoses and water heaters all fail earlier on high pressure, and most plumbing codes cap what may be delivered to fixtures. The PRV is the single component that decides whether the rest of the system lives at its rated pressure.</p><p>This is a <strong>DialSet</strong> valve: the outlet pressure is set on a dial on the valve itself, without plumbing in a gauge and without trial and error. On a commissioning visit that is the difference between setting the pressure in a minute and chasing it with a test gauge and an adjusting screw.</p><p>The <strong>double union</strong> body comes apart on both sides, so the valve is removed and serviced without cutting the line. On a water service that is often the only accessible point in the system, that matters more than it sounds.</p><p><strong>Lead free</strong> construction, as required for potable water in the United States.</p><p>Size the valve to the service line, not to the fixture count. An oversized PRV hunts at low flow; an undersized one starves the building at peak draw.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DS06-100-DUT-LF/U</li><li><strong>Type:</strong> Pressure reducing valve</li><li><strong>Size:</strong> 1/2 in</li><li><strong>Connection:</strong> NPT</li><li><strong>Union:</strong> Double union</li><li><strong>DialSet:</strong> Yes</li><li><strong>Lead free:</strong> Yes</li><li><strong>UPC:</strong> 085267522441</li><li><strong>Category:</strong> Pressure Reducing Valves</li></ul>"
1-2-in-dialset-female-npt-single-union-sweat-prv,UPDATE,"<p>The DS06-100-SUS-LF is a lead-free pressure reducing valve from Resideo (Honeywell Home), 1/2 inch, sweat connection, single union.</p><p>A pressure reducing valve sits where the water service enters the building and holds house pressure at a set value regardless of what the street is doing. Municipal mains commonly run well above what residential fixtures are rated for, and street pressure is not constant — it climbs at night when demand drops.</p><p>Uncontrolled pressure is what shortens the life of everything downstream. Fill valves, supply lines, washing machine hoses and water heaters all fail earlier on high pressure, and most plumbing codes cap what may be delivered to fixtures. The PRV is the single component that decides whether the rest of the system lives at its rated pressure.</p><p>This is a <strong>DialSet</strong> valve: the outlet pressure is set on a dial on the valve itself, without plumbing in a gauge and without trial and error. On a commissioning visit that is the difference between setting the pressure in a minute and chasing it with a test gauge and an adjusting screw.</p><p>The <strong>single union</strong> body gives a service joint on one side. It is the more compact arrangement where the run into the valve is fixed and the outlet side can be broken.</p><p><strong>Lead free</strong> construction, as required for potable water in the United States.</p><p>Size the valve to the service line, not to the fixture count. An oversized PRV hunts at low flow; an undersized one starves the building at peak draw.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DS06-100-SUS-LF/U</li><li><strong>Type:</strong> Pressure reducing valve</li><li><strong>Size:</strong> 1/2 in</li><li><strong>Connection:</strong> sweat</li><li><strong>Union:</strong> Single union</li><li><strong>DialSet:</strong> Yes</li><li><strong>Lead free:</strong> Yes</li><li><strong>UPC:</strong> 085267957878</li><li><strong>Shipping weight:</strong> 1.7 lb</li><li><strong>Category:</strong> Pressure Reducing Valves</li></ul>"
1-2-in-dialset-female-single-union-internally-threaded-prv,UPDATE,"<p>The DS06-100-SUT-LF is a lead-free pressure reducing valve from Resideo (Honeywell Home), 1/2 inch, single union.</p><p>A pressure reducing valve sits where the water service enters the building and holds house pressure at a set value regardless of what the street is doing. Municipal mains commonly run well above what residential fixtures are rated for, and street pressure is not constant — it climbs at night when demand drops.</p><p>Uncontrolled pressure is what shortens the life of everything downstream. Fill valves, supply lines, washing machine hoses and water heaters all fail earlier on high pressure, and most plumbing codes cap what may be delivered to fixtures. The PRV is the single component that decides whether the rest of the system lives at its rated pressure.</p><p>This is a <strong>DialSet</strong> valve: the outlet pressure is set on a dial on the valve itself, without plumbing in a gauge and without trial and error. On a commissioning visit that is the difference between setting the pressure in a minute and chasing it with a test gauge and an adjusting screw.</p><p>The <strong>single union</strong> body gives a service joint on one side. It is the more compact arrangement where the run into the valve is fixed and the outlet side can be broken.</p><p><strong>Lead free</strong> construction, as required for potable water in the United States.</p><p>Size the valve to the service line, not to the fixture count. An oversized PRV hunts at low flow; an undersized one starves the building at peak draw.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DS06-100-SUT-LF/U</li><li><strong>Type:</strong> Pressure reducing valve</li><li><strong>Size:</strong> 1/2 in</li><li><strong>Union:</strong> Single union</li><li><strong>DialSet:</strong> Yes</li><li><strong>Lead free:</strong> Yes</li><li><strong>UPC:</strong> 085267041638</li><li><strong>Shipping weight:</strong> 1.7 lb</li><li><strong>Category:</strong> Pressure Reducing Valves</li></ul>"
