Handle,Command,Body HTML
1-pole-24-vac-definite-purpose-contactor,UPDATE,"<p>The DP2020A5022 is a definite purpose contactor from Resideo (Honeywell Home), rated 20 amps and built with 1 pole and a 24 Vac coil. It is the switch that lets a low-power control circuit start a compressor, a condenser fan, or an electric heat bank.</p><p>A definite purpose contactor is sized for one job rather than for general industrial duty, which is why it costs a fraction of a general purpose starter and still carries the inrush of an air conditioning compressor. The coil pulls the contacts closed when the thermostat or control board calls; when the call drops, spring pressure opens them.</p><p>A single-pole contactor switches one leg of the supply and leaves the other connected. It is the common arrangement on residential condensing units, where the manufacturer has already accounted for the unswitched leg in the unit wiring.</p><p>The 24 Vac coil is driven straight from the low-voltage control transformer, so the thermostat circuit never carries line current.</p><p><strong>Confirm the pole count before ordering.</strong> The part number and the product title disagree on this item. Send us the model stamped on the contactor you are replacing and we will confirm the match.</p><p>Match poles, coil voltage and amp rating to the contactor you are replacing. A contactor with the right coil but too few poles will run the equipment and leave a leg energized at the unit.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DP2020A5022/U</li><li><strong>Poles:</strong> 1</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Rating:</strong> 20 A</li><li><strong>Category:</strong> Contactors</li></ul>"
1-pole-24-vac-deluxe-definite-purpose-contactor,UPDATE,"<p>The DP1040A5005 is a definite purpose contactor from Resideo (Honeywell Home), rated 40 amps and built with 1 pole and a 24 Vac coil. It is the switch that lets a low-power control circuit start a compressor, a condenser fan, or an electric heat bank.</p><p>A definite purpose contactor is sized for one job rather than for general industrial duty, which is why it costs a fraction of a general purpose starter and still carries the inrush of an air conditioning compressor. The coil pulls the contacts closed when the thermostat or control board calls; when the call drops, spring pressure opens them.</p><p>A single-pole contactor switches one leg of the supply and leaves the other connected. It is the common arrangement on residential condensing units, where the manufacturer has already accounted for the unswitched leg in the unit wiring.</p><p>The 24 Vac coil is driven straight from the low-voltage control transformer, so the thermostat circuit never carries line current.</p><p>The Deluxe tier sits between the economy and heavy-service lines, adding contact life over the base model without the full PowerPro price.</p><p>Match poles, coil voltage and amp rating to the contactor you are replacing. A contactor with the right coil but too few poles will run the equipment and leave a leg energized at the unit.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DP1040A5005/U</li><li><strong>Poles:</strong> 1</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Rating:</strong> 40 A</li><li><strong>Series:</strong> Deluxe</li><li><strong>Category:</strong> Contactors</li></ul>"
1-pole-24-vac-economy-definite-purpose-contactor,UPDATE,"<p>The DP1030A1001 is a definite purpose contactor from Resideo (Honeywell Home), rated 30 amps and built with 1 pole and a 24 Vac coil. It is the switch that lets a low-power control circuit start a compressor, a condenser fan, or an electric heat bank.</p><p>A definite purpose contactor is sized for one job rather than for general industrial duty, which is why it costs a fraction of a general purpose starter and still carries the inrush of an air conditioning compressor. The coil pulls the contacts closed when the thermostat or control board calls; when the call drops, spring pressure opens them.</p><p>A single-pole contactor switches one leg of the supply and leaves the other connected. It is the common arrangement on residential condensing units, where the manufacturer has already accounted for the unswitched leg in the unit wiring.</p><p>The 24 Vac coil is driven straight from the low-voltage control transformer, so the thermostat circuit never carries line current.</p><p>The Economy tier is the straight replacement for a failed original on a standard residential unit.</p><p>Match poles, coil voltage and amp rating to the contactor you are replacing. A contactor with the right coil but too few poles will run the equipment and leave a leg energized at the unit.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DP1030A1001/U</li><li><strong>Poles:</strong> 1</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Rating:</strong> 30 A</li><li><strong>Series:</strong> Economy</li><li><strong>Category:</strong> Contactors</li></ul>"
1-pole-24-vac-powerpro-definite-purpose-contactor,UPDATE,"<p>The DP1025A5006 is a definite purpose contactor from Resideo (Honeywell Home), rated 25 amps and built with 1 pole and a 24 Vac coil. It is the switch that lets a low-power control circuit start a compressor, a condenser fan, or an electric heat bank.</p><p>A definite purpose contactor is sized for one job rather than for general industrial duty, which is why it costs a fraction of a general purpose starter and still carries the inrush of an air conditioning compressor. The coil pulls the contacts closed when the thermostat or control board calls; when the call drops, spring pressure opens them.</p><p>A single-pole contactor switches one leg of the supply and leaves the other connected. It is the common arrangement on residential condensing units, where the manufacturer has already accounted for the unswitched leg in the unit wiring.</p><p>The 24 Vac coil is driven straight from the low-voltage control transformer, so the thermostat circuit never carries line current.</p><p>The PowerPro line is the heavy-service tier: it is built for the contact wear that comes with frequent cycling on an unit that short-cycles in shoulder season.</p><p>Match poles, coil voltage and amp rating to the contactor you are replacing. A contactor with the right coil but too few poles will run the equipment and leave a leg energized at the unit.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DP1025A5006/U</li><li><strong>Poles:</strong> 1</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Rating:</strong> 25 A</li><li><strong>Series:</strong> PowerPro</li><li><strong>Category:</strong> Contactors</li></ul>"
1-pole-24-vac-powerpro-definite-purpose-contactor-hone-dp1030a5014-u,UPDATE,"<p>The DP1030A5014 is a definite purpose contactor from Resideo (Honeywell Home), rated 30 amps and built with 1 pole and a 24 Vac coil. It is the switch that lets a low-power control circuit start a compressor, a condenser fan, or an electric heat bank.</p><p>A definite purpose contactor is sized for one job rather than for general industrial duty, which is why it costs a fraction of a general purpose starter and still carries the inrush of an air conditioning compressor. The coil pulls the contacts closed when the thermostat or control board calls; when the call drops, spring pressure opens them.</p><p>A single-pole contactor switches one leg of the supply and leaves the other connected. It is the common arrangement on residential condensing units, where the manufacturer has already accounted for the unswitched leg in the unit wiring.</p><p>The 24 Vac coil is driven straight from the low-voltage control transformer, so the thermostat circuit never carries line current.</p><p>The PowerPro line is the heavy-service tier: it is built for the contact wear that comes with frequent cycling on an unit that short-cycles in shoulder season.</p><p>Match poles, coil voltage and amp rating to the contactor you are replacing. A contactor with the right coil but too few poles will run the equipment and leave a leg energized at the unit.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DP1030A5014/U</li><li><strong>Poles:</strong> 1</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Rating:</strong> 30 A</li><li><strong>Series:</strong> PowerPro</li><li><strong>Category:</strong> Contactors</li></ul>"
120-vac-2-pole-economy-definite-purpose-contactor,UPDATE,"<p>The DP2030B1003 is a definite purpose contactor from Resideo (Honeywell Home), rated 30 amps and built with 2 poles and a 120 Vac coil. It is the switch that lets a low-power control circuit start a compressor, a condenser fan, or an electric heat bank.</p><p>A definite purpose contactor is sized for one job rather than for general industrial duty, which is why it costs a fraction of a general purpose starter and still carries the inrush of an air conditioning compressor. The coil pulls the contacts closed when the thermostat or control board calls; when the call drops, spring pressure opens them.</p><p>Two poles break both legs of a 240 V single-phase supply, which fully isolates the load when the contactor drops out. Specify two poles where the equipment or the local code calls for both legs to open.</p><p>The 120 Vac coil is driven from line voltage, which suits equipment where no low-voltage control transformer is present.</p><p>The Economy tier is the straight replacement for a failed original on a standard residential unit.</p><p>Match poles, coil voltage and amp rating to the contactor you are replacing. A contactor with the right coil but too few poles will run the equipment and leave a leg energized at the unit.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DP2030B1003/U</li><li><strong>Poles:</strong> 2</li><li><strong>Coil voltage:</strong> 120 Vac</li><li><strong>Rating:</strong> 30 A</li><li><strong>Series:</strong> Economy</li><li><strong>Category:</strong> Contactors</li></ul>"
13-in-long-x-10-in-wide-x-1-5-in-deep-anti-microbial-humidifier-pad-for-bypass-humidifiers,UPDATE,"<p>Replacement humidifier pad from Resideo (Honeywell Home), part number HC26P1002/U.</p><p>The pad is the part of an evaporative humidifier that actually does the work. Water runs across it, house air passes through it, and the water leaves as vapor. Mineral scale builds on the pad as that happens, and a scaled pad passes air without evaporating much of anything.</p><p>Replace the pad at the start of each heating season. A humidifier that will not hold setpoint has usually not failed — it is running on a pad that has turned to rock.</p><p>Scale build-up is faster on hard water, and a pad that would last a season on soft water can be finished by February on a well. If the unit sounds like it is running but the humidity reading will not climb, pull the pad and look at it before troubleshooting anything electrical.</p><p>Fitting the correct pad matters more than it looks. The pad has to fill its frame for the air to pass through it rather than around it, and an undersized or wrong-profile pad lets the airstream bypass the water entirely.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> HC26P1002/U</li><li><strong>Dimensions:</strong> 13 x 10 x 1.5 in</li><li><strong>Category:</strong> Humidifier Pads</li></ul>"
2-pole-120-vac-powerpro-definite-purpose-contactor,UPDATE,"<p>The DP2030B5004 is a definite purpose contactor from Resideo (Honeywell Home), rated 30 amps and built with 2 poles and a 120 Vac coil. It is the switch that lets a low-power control circuit start a compressor, a condenser fan, or an electric heat bank.</p><p>A definite purpose contactor is sized for one job rather than for general industrial duty, which is why it costs a fraction of a general purpose starter and still carries the inrush of an air conditioning compressor. The coil pulls the contacts closed when the thermostat or control board calls; when the call drops, spring pressure opens them.</p><p>Two poles break both legs of a 240 V single-phase supply, which fully isolates the load when the contactor drops out. Specify two poles where the equipment or the local code calls for both legs to open.</p><p>The 120 Vac coil is driven from line voltage, which suits equipment where no low-voltage control transformer is present.</p><p>The PowerPro line is the heavy-service tier: it is built for the contact wear that comes with frequent cycling on an unit that short-cycles in shoulder season.</p><p>Match poles, coil voltage and amp rating to the contactor you are replacing. A contactor with the right coil but too few poles will run the equipment and leave a leg energized at the unit.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DP2030B5004/U</li><li><strong>Poles:</strong> 2</li><li><strong>Coil voltage:</strong> 120 Vac</li><li><strong>Rating:</strong> 30 A</li><li><strong>Series:</strong> PowerPro</li><li><strong>Category:</strong> Contactors</li></ul>"
2-pole-208-240-vac-powerpro-definite-purpose-contactor,UPDATE,"<p>The DP2030C5003 is a definite purpose contactor from Resideo (Honeywell Home), rated 30 amps and built with 2 poles and a 208/240 Vac coil. It is the switch that lets a low-power control circuit start a compressor, a condenser fan, or an electric heat bank.</p><p>A definite purpose contactor is sized for one job rather than for general industrial duty, which is why it costs a fraction of a general purpose starter and still carries the inrush of an air conditioning compressor. The coil pulls the contacts closed when the thermostat or control board calls; when the call drops, spring pressure opens them.</p><p>Two poles break both legs of a 240 V single-phase supply, which fully isolates the load when the contactor drops out. Specify two poles where the equipment or the local code calls for both legs to open.</p><p>The 208/240 Vac coil is driven from line voltage, which suits equipment where no low-voltage control transformer is present.</p><p>The PowerPro line is the heavy-service tier: it is built for the contact wear that comes with frequent cycling on an unit that short-cycles in shoulder season.</p><p>Match poles, coil voltage and amp rating to the contactor you are replacing. A contactor with the right coil but too few poles will run the equipment and leave a leg energized at the unit.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DP2030C5003/U</li><li><strong>Poles:</strong> 2</li><li><strong>Coil voltage:</strong> 208/240 Vac</li><li><strong>Rating:</strong> 30 A</li><li><strong>Series:</strong> PowerPro</li><li><strong>Category:</strong> Contactors</li></ul>"
2-pole-24-vac-economy-definite-purpose-contactor,UPDATE,"<p>The DP2030A1004 is a definite purpose contactor from Resideo (Honeywell Home), rated 30 amps and built with 2 poles and a 24 Vac coil. It is the switch that lets a low-power control circuit start a compressor, a condenser fan, or an electric heat bank.</p><p>A definite purpose contactor is sized for one job rather than for general industrial duty, which is why it costs a fraction of a general purpose starter and still carries the inrush of an air conditioning compressor. The coil pulls the contacts closed when the thermostat or control board calls; when the call drops, spring pressure opens them.</p><p>Two poles break both legs of a 240 V single-phase supply, which fully isolates the load when the contactor drops out. Specify two poles where the equipment or the local code calls for both legs to open.</p><p>The 24 Vac coil is driven straight from the low-voltage control transformer, so the thermostat circuit never carries line current.</p><p>The Economy tier is the straight replacement for a failed original on a standard residential unit.</p><p>Match poles, coil voltage and amp rating to the contactor you are replacing. A contactor with the right coil but too few poles will run the equipment and leave a leg energized at the unit.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> DP2030A1004/U</li><li><strong>Poles:</strong> 2</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Rating:</strong> 30 A</li><li><strong>Series:</strong> Economy</li><li><strong>Category:</strong> Contactors</li></ul>"
