variant_id,product_id,sku,titulo,peso_antigo_lb,peso_novo_lb
44350466162791,7715330916455,PVCF-150.075-BSH-P,"Charlotte Pipe PVC-02107-1100 1-1/2"" x 3/4"" PVC SCH40 Bushing - Spigot x Socket",0.13,0.133
44350467178599,7715331965031,PVCF-150.100-TBSH-P,"Charlotte Pipe PVC-02108-1800 1-1/2"" x 1"" PVC SCH40 Bushing - Spigot x FPT",0.11,0.107
44350467702887,7715332358247,PVCF-150.125-TBSH-P,"Charlotte Pipe PVC-02108-2000 1-1/2"" x 1-1/4"" PVC SCH40 Bushing - Spigot x FPT",0.07,0.073
44350468718695,7715333374055,PVCF-200-FA-P,"Charlotte Pipe PVC-02101-1600 2"" PVC SCH40 Female Adapter - Socket x FPT",0.23,0.236
44350469505127,7715333800039,PVCF-200.050-TBSH-P,"Charlotte Pipe PVC-02108-2400 2"" x 1/2"" PVC SCH40 Bushing - Spigot x FPT",0.15,0.146
44350469603431,7715333898343,PVCF-200.075-TBSH-P,"Charlotte Pipe PVC-02108-2600 2"" x 3/4"" PVC SCH40 Bushing - Spigot x FPT",0.14,0.145
44350469832807,7715334127719,PVCF-200.150-TBSH-P,"Charlotte Pipe PVC-02108-3200 2"" x 1-1/2"" PVC SCH40 Bushing - Spigot x FPT",0.13,0.133
44350470324327,7715334619239,PVCF-300-90EL-P,"Charlotte Pipe PVC-02300-1800 3"" PVC SCH40 90° Elbow - Socket x Socket",0.13,0.127
44350471995495,7715336290407,PVCF-300-MA-P,"Charlotte Pipe PVC-02109-1800 3"" PVC SCH40 Male Adapter - Socket x MPT",0.11,0.107
44350516887655,7715346153575,DAYT-D-11515-2,"Dayton D115152 Stainless Steel 15"" x 15"" x 5-3/16"" 2-Hole Single Bowl Drop-in Bar Sink with 2"" Drain Opening",8.4,4.5
44350517510247,7715346284647,DAYT-D-11719-3,"Dayton D117193 Stainless Steel 17"" x 19"" x 6-1/8"" 3-Hole Single Bowl Drop-in Bar Sink",14.4,9.0
44350517739623,7715346350183,DAYT-D-12521-4,"Dayton D125214 Stainless Steel 25"" x 21-1/4"" x 6-9/16"" 4-Hole Single Bowl Drop-in Sink",1.0,9.7
44350517968999,7715346415719,DAYT-D-12522-3,"Dayton D125223 Stainless Steel 25"" x 22"" x 6-9/16"" 3-Hole Single Bowl Drop-in Sink",1.0,9.8
44350519443559,7715346743399,DAYT-D-23319-3,"Dayton D233193 Stainless Steel 33"" x 19"" x 6-7/16"" 3-Hole Equal Double Bowl Drop-in Sink",1.0,13.0
44350519476327,7715346776167,DAYT-D-23322-4,"Dayton D233224 Stainless Steel 33"" x 22"" x 6-9/16"" 4-Hole Equal Double Bowl Drop-in Sink",1.0,12.4
44350519541863,7715346841703,DAYT-DD-23322-4,"Dayton DD233224 Stainless Steel 33"" x 22"" x 7-1/16"" 4-Hole Equal Double Bowl Drop-in Sink",36.9,12.4
44350519640167,7715346940007,DAYT-DSE-12522-3,"Dayton DSE125223 Stainless Steel 25"" x 22"" x 8-1/16"" 3-Hole Single Bowl Drop-in Sink",1.0,14.0
44350519672935,7715346972775,DAYT-DSE-12522-4,"Dayton DSE125224 Stainless Steel 25"" x 22"" x 8-1/16"" 4-Hole Single Bowl Drop-in Sink",1.0,14.0
44350519771239,7715347071079,DAYT-DSE-23322-3,"Dayton DSE233223 Stainless Steel 33"" x 22"" x 8-1/16"" 3-Hole Equal Double Bowl Drop-in Sink",1.0,18.25
44350519804007,7715347103847,DAYT-DSE-23322-4,"Dayton DSE233224 Stainless Steel 33"" x 22"" x 8-1/16"" 4-Hole Equal Double Bowl Drop-in Sink",1.0,18.25
44350519836775,7715347136615,DAYT-DW1023322-4,"Dayton DW10233224 Stainless Steel 33"" x 22"" x 6-9/16"" 4-Hole Equal Double Bowl Drop-in Sink (10 Pack)",1.0,12.4
44350519967847,7715347267687,DAYT-DXUH3118,"Dayton DXUH3118 Stainless Steel 31-3/4"" x 18-1/4"" x 8"" Equal Double Bowl Undermount Sink",1.0,16.0
44350520000615,7715347300455,DAYT-GE-12521-R3,"Dayton GE12521R3 Stainless Steel 25"" x 21-1/4"" x 5-3/8"" 3-Hole Single Bowl Drop-in Sink with Right Drain",1.0,9.9
44350522851431,7715350151271,DEAR-7206,"Dearborn® 7206 1-1/4"" x 1-1/2"" Reducing True Blue Washer",0.05,0.01
44350522884199,7715350184039,DEAR-7207,"Dearborn® 7207 1-1/2"" Slip Joint True Blue Washer",0.05,0.01
44350528454759,7715354771559,DELT-100-DST,Delta 100 Series Single Handle Kitchen Faucet Chrome 100-DST,5.0,3.31
44350528487527,7715354804327,DELT-100LF-WF,Delta 100 Series Single Handle Kitchen Faucet Chrome 100LF-WF,5.0,3.12
44350528520295,7715354837095,DELT-140-DST,Delta 140-DST Collins™ Single Handle Kitchen Faucet Chrome,5.0,3.47
44350528585831,7715354902631,DELT-175-DST,Delta 175-DST 100 Series Single Handle Kitchen Faucet with Spray Chrome,5.0,3.462
44350528651367,7715354968167,DELT-1903-DST,Delta 1903-DST Classic Series Single Handle Bar / Prep Faucet Chrome,5.0,3.81
44350528749671,7715355066471,DELT-1959LF,Delta 1959LF Trinsic® True Bar Limited Swivel Chrome,5.0,3.32
44350528782439,7715355099239,DELT-1959LF-BL,Delta 1959LF-BL Trinsic® True Bar Limited Swivel Matte Black,5.0,3.06
44350528815207,7715355132007,DELT-1959LF-CZ,Delta 1959LF-CZ Trinsic® True Bar Limited Swivel Champagne Bronze,5.0,3.062
44350528847975,7715355164775,DELT-2131LF,Delta Classic Two Handle Laundry Faucet Chrome 2131LF,5.0,1.825
44350528880743,7715355197543,DELT-2133LF,Delta Classic Two Handle Laundry Faucet Chrome 2133LF,5.0,2.085
44350529044583,7715355361383,DELT-27C2934,"Delta 27C2934 Commercial 27C2 Two Handle 8"" Below Deck-Mount Faucet Chrome",5.0,4.755
44350529077351,7715355394151,DELT-300-DST,Delta 300 Series Single Handle Kitchen Faucet with Integral Spray Chrome 300-DST,5.0,3.924
44350529110119,7715355426919,DELT-300LF-WF,Delta 300 Series Single Handle Kitchen Faucet with Integral Spray Chrome 300LF-WF,5.0,3.71
44350529208423,7715355525223,DELT-3538-MPU-DST,Delta 3538-MPU-DST Lahara® Two Handle Widespread Bathroom Faucet Chrome,5.0,5.155
44350529241191,7715355557991,DELT-3553LF,Delta 3553LF Vero® Two Handle Widespread Bathroom Faucet Chrome,5.0,6.25
44350531305575,7715356639335,DELT-3559-BLMPU-DST,Delta Trinsic® Two Handle Widespread Bathroom Faucet Matte Black 3559-BLMPU-DST,5.0,5.324
44350531567719,7715356803175,DELT-3559-SSMPU-DST,Delta 3559-SSMPU-DST Trinsic® Two Handle Widespread Bathroom Faucet Stainless,5.0,5.463
44350531633255,7715356868711,DELT-3564-MPU-DST,Delta 3564-MPU-DST Ashlyn® Two Handle Widespread Bathroom Faucet with EZ Anchor® Chrome,5.0,5.483
44350531666023,7715356901479,DELT-3564-SSMPU-DST,Delta 3564-SSMPU-DST Ashlyn® Two Handle Widespread Bathroom Faucet with EZ Anchor® Stainless,5.0,5.6
44350531698791,7715356934247,DELT-3567-MPU-DST,Delta 3567-MPU-DST Ara® Two Handle Widespread Bathroom Faucet Chrome,5.0,5.75
44350532550759,7715357425767,DELT-400-DST,Delta 400 Series Single Handle Kitchen Faucet with Spray Chrome 400-DST,5.0,3.9
44350532649063,7715357491303,DELT-400LF-WF,Delta 400 Series Single Handle Kitchen Faucet with Spray Chrome 400LF-WF,5.0,3.816
44350532845671,7715357655143,DELT-4140-DST,Delta 4140-DST Collins™ Single Handle Pull-Out Kitchen Faucet Chrome,5.0,4.0
44350532911207,7715357720679,DELT-4159-BL-DST,Delta 4159-BL-DST Trinsic® Single Handle Pull-Out Kitchen Faucet Matte Black,5.0,5.85
44350532943975,7715357753447,DELT-4159-DST,Delta 4159-DST Trinsic® Single Handle Pull-Out Kitchen Faucet Chrome,5.0,5.85
44350533107815,7715357851751,DELT-41842-SS,"Delta 41842-SS Pivotal® 42"" Contemporary Decorative ADA Grab Bar Stainless",2.59,5.468
44350533173351,7715357917287,DELT-501-DST,Delta 501-DST Classic Single Handle Centerset Bathroom Faucet Chrome,5.0,2.23
44350533271655,7715358015591,DELT-50560,Delta 50560 Universal Wall Elbow for Handshower Chrome,5.0,0.875
44350533402727,7715358113895,DELT-50560-CZ,Delta 50560-CZ Universal Wall Elbow for Handshower Champagne Bronze,5.0,0.88
44350533599335,7715358277735,DELT-50560-SS-PR,Delta 50560-SS-PR Universal Wall Elbow for Handshower Lumicoat® Stainless,5.0,0.8
44350533632103,7715358310503,DELT-50570,Delta 50570 Universal Square Wall Elbow for Handshower Chrome,5.0,0.45
44350533664871,7715358343271,DELT-50570-BL,Delta 50570-BL Universal Square Wall Elbow for Handshower Matte Black,5.0,0.45
44350533730407,7715358408807,DELT-50570-SS-PR,Delta 50570-SS-PR Universal Square Wall Elbow for Handshower Lumicoat® Stainless,5.0,0.445
44350533795943,7715358474343,DELT-51308-SS,Delta 51308-SS Universal H2OKinetic® 3-Setting Slide Bar Handshower Stainless,5.0,4.4
44350533959783,7715358638183,DELT-51900,Delta 51900 Universal ActivTouch® 9-Setting Handshower with Traditional Slide Bar / Grab Bar Chrome,5.0,5.22
44350533992551,7715358670951,DELT-51900-SS,Delta 51900-SS Universal ActivTouch® 9-Setting Handshower with Traditional Slide Bar / Grab Bar Stainless,5.0,2.9
44350534025319,7715358703719,DELT-520-MPU-DST,Delta 520-MPU-DST Classic Single Handle Centerset Bathroom Faucet Chrome,5.0,1.198
44350534123623,7715358802023,DELT-525LF-MPU,Delta 525LF-MPU Classic Single Handle Centerset Bathroom Faucet with City Shanks Chrome,5.0,3.9
44350534189159,7715358867559,DELT-52688-BL,Delta 52688-BL Universal H2OKinetic® 3-Setting Raincan Shower Head Matte Black,5.0,1.55
44350534221927,7715358900327,DELT-52841,Delta Universal Single-Setting Raincan Shower Head Chrome 52841,5.0,1.72
44350534287463,7715358965863,DELT-538T-SS-DST,Delta 538T-SS-DST Lahara® Touch2O® Bathroom Faucet with Touchless Stainless,5.0,5.123
44350534352999,7715359031399,DELT-55085,Delta 55085 Grail® Premium Single-Setting Adjustable Wall Mount Handshower Chrome,5.0,2.065
44350538252391,7715359653991,DELT-551-CZ-DST,Delta 551-CZ-DST Dryden™ Single Handle Bathroom Faucet Champagne Bronze,5.0,4.594
44350539923559,7715359883367,DELT-551-DST,Delta 551-DST Dryden™ Single Handle Bathroom Faucet Chrome,5.0,4.4
44350540906599,7715360079975,DELT-55530-CZ,Delta 55530-CZ Vero® Premium Single-Setting Adjustable Wall Mount Handshower Champagne Bronze,5.0,2.14
44350541398119,7715360243815,DELT-559HA-DST,Delta 559HA-DST Trinsic® Single Handle High-Arc Bathroom Faucet Chrome,5.0,4.0
44350541430887,7715360276583,DELT-559HA-SS-DST,Delta 559HA-SS-DST Trinsic® Single Handle High-Arc Bathroom Faucet Stainless,5.0,4.1
44350543691879,7715360604263,DELT-559LF-BLLPU,Delta Trinsic® Single Handle Bathroom Faucet Matte Black 559LF-BLLPU,5.0,3.16
44350544904295,7715360866407,DELT-559LF-BLMPU,Delta Trinsic® Single Handle Bathroom Faucet Matte Black 559LF-BLMPU,5.0,4.245
44350546051175,7715361128551,DELT-559LF-PP,Delta Modern Single Handle Project-Pack Bathroom Faucet Chrome 559LF-PP,5.0,3.35
44350546215015,7715361292391,DELT-567LF-MPU,Delta 567LF-MPU Ara® Single Handle Bathroom Faucet Chrome,5.0,5.586
44350546247783,7715361325159,DELT-567LF-SSMPU,Delta 567LF-SSMPU Ara® Single Handle Bathroom Faucet Stainless,5.0,5.55
44350546313319,7715361390695,DELT-574-MPU-DST,Delta 574-MPU-DST Zura® Single Handle Bathroom Faucet Chrome,5.0,5.12
44350546444391,7715361521767,DELT-72020-AR,Delta 72020-AR Kitchen Air Gap Arctic Stainless,2.0,0.3
44350546608231,7715361685607,DELT-73846,Delta 73846 Lahara® Towel Ring Chrome,1.0,0.975
44350546640999,7715361718375,DELT-75135-SS,Delta 75135-SS Dryden™ Double Robe Hook Stainless,1.0,0.945
44350546673767,7715361751143,DELT-75146-SS,Delta 75146-SS Dryden™ Towel Ring Stainless,1.0,2.075
44350546739303,7715361816679,DELT-759240-BL,"Delta 759240-BL Trinsic® 24"" Towel Bar Matte Black",1.0,1.23
44350546804839,7715361882215,DELT-759240-SS,"Delta 759240-SS Trinsic® 24"" Towel Bar Stainless",2.0,1.23
44350546837607,7715361914983,DELT-75935-CZ,Delta 75935-CZ Trinsic® Robe Hook Champagne Bronze,1.0,0.514
44350546870375,7715361947751,DELT-759460-BL,Delta 759460-BL Trinsic® Towel Ring Matte Black,1.0,0.54
44350546903143,7715361980519,DELT-75950-CZ,Delta 75950-CZ Trinsic® Tissue Holder Champagne Bronze,2.0,0.534
44350546935911,7715362013287,DELT-75950-SS,Delta 75950-SS Trinsic® Tissue Holder Stainless,2.0,0.535
44350546968679,7715362046055,DELT-77546-BL,Delta 77546-BL Ara® Towel Ring Matte Black,1.0,1.46
44350547099751,7715362144359,DELT-79735,Delta Cassidy® Double Robe Hook Chrome,1.0,0.65
44350547132519,7715362177127,DELT-79956-BL,Delta 79956-BL Pivotal® Tissue Holder with Shelf Matte Black,1.0,9.46
44350547263591,7715362308199,DELT-9159-BL-DST,Delta 9159-BL-DST Trinsic® Single Handle Pull-Down Kitchen Faucet Matte Black,5.0,5.827
44350547296359,7715362340967,DELT-9159-CZ-DST,Delta 9159-CZ-DST Trinsic® Single Handle Pull-Down Kitchen Faucet Champagne Bronze,5.0,5.93
44350547329127,7715362373735,DELT-9159-DST,Delta 9159-DST Trinsic® Single Handle Pull-Down Kitchen Faucet Chrome,5.0,5.827
44350547394663,7715362439271,DELT-9159T-AR-DST,Delta 9159T-AR-DST Trinsic® Single Handle Pull-Down Kitchen Faucet with Touch2O® Arctic Stainless,5.0,7.438
44350549524583,7715363094631,DELT-9659-AR-DST,Delta 9659-AR-DST Trinsic® Single Handle Pull-Down Spring Kitchen Faucet Arctic Stainless,5.0,7.852
44350549917799,7715363225703,DELT-9913-BL-DST,Delta 9913-BL-DST Essa® Single Handle Pull-Down Bar / Prep Faucet Matte Black,5.0,5.96
44350550081639,7715363291239,DELT-9913-DST,Delta 9913-DST Essa® Single Handle Pull-Down Bar / Prep Faucet Chrome,5.0,5.96
44350550114407,7715363324007,DELT-9959-BL-DST,Delta 9959-BL-DST Trinsic® Single Handle Pull-Down Bar / Prep Faucet Matte Black,5.0,5.55
44350550376551,7715363422311,DELT-9959-DST,Delta 9959-DST Trinsic® Single Handle Pull-Down Bar / Prep Faucet Chrome,5.0,5.55
44350550540391,7715363487847,DELT-9959T-DST,Delta 9959T-DST Trinsic® Single Handle Pull-Down Bar / Prep Faucet with Touch2O® Chrome,5.0,6.993
44350550736999,7715363553383,DELT-B501LF,Delta B501LF Foundations® Single Handle Centerset Bathroom Faucet Chrome,5.0,2.98
44350551982183,7715363946599,DELT-B510LF,Delta B510LF Foundations® Single Handle Centerset Bathroom Faucet Chrome,5.0,3.03
44350552735847,7715364143207,DELT-BT13210,Delta BT13210 Foundations® Monitor® 13 Series Shower Trim Chrome,1.0,2.035
44350553063527,7715364307047,DELT-EP102157,Delta EP102157 A/C Power Supply,0.52,0.325
44350553227367,7715364405351,DELT-H79,Delta Metal Lever Handle Kit Tub & Shower Chrome,80.0,0.55
44350553620583,7715364536423,DELT-R10000-MF,Delta MultiChoice® Universal Tub / Shower Rough PEX Expansion R10000-MF,0.9,1.545
44350553849959,7715364601959,DELT-R10000-MFWS,Delta MultiChoice® Universal Tub / Shower Rough PEX Expansion R10000-MFWS,0.9,1.935
44350553915495,7715364667495,DELT-R10000-PX,Delta MultiChoice® Universal Tub / Shower Rough PEX Crimp R10000-PX,0.9,1.476
44350553981031,7715364733031,DELT-R10000-UN,Delta MultiChoice® Universal Tub / Shower Rough Universal Inlets / Outlets R10000-UN,0.9,1.4
44350554013799,7715364765799,DELT-R10000-UNBX,Delta MultiChoice® Universal Tub / Shower Rough Universal Inlets / Outlets R10000-UNBX,0.9,1.534
44350554046567,7715364798567,DELT-R10000-UNBXHF,Delta R10000-UNBXHF MultiChoice® Universal High-Flow Shower Rough Universal Inlets / Outlets,0.9,1.35
44350554079335,7715364831335,DELT-R10000-UNWS,Delta MultiChoice® Universal Tub / Shower Rough Universal Inlets / Outlets R10000-UNWS,0.9,2.226
44350554112103,7715364864103,DELT-R10000-UNWSBXT,Delta MultiChoice® Universal Tub / Shower Rough Universal Inlets / Outlets R10000-UNWSBXT,0.9,2.2
44350554210407,7715364962407,DELT-R2700,Delta Two Handle Flexible Mount R2700,0.9,2.62
44350554243175,7715364995175,DELT-R2707,Delta Two Handle Flexible Mount R2707,0.9,3.248
44350554275943,7715365027943,DELT-R2707-MF,Delta R2707-MF Classic Two Handle Flexible Mount PEX Cold Expansion,0.9,3.25
44350554308711,7715365060711,DELT-R3500-WL,Delta R3500-WL Ara® Two Handle Wall Mount Rough,0.9,3.73
44350554341479,7715365093479,DELT-R4700-FL,Delta R4700-FL Trinsic® Floor Mount Tub Filler Rough,0.9,4.0
44350554374247,7715365126247,DELT-R4700-FLWS,Delta R4700-FLWS Trinsic® Floor Mount Tub Filler Rough with Stops,0.9,7.8
44350554407015,7715365159015,DELT-R4707,Delta R4707 Two Handle Flexible Mount with HandShower,0.9,5.27
44350554439783,7715365191783,DELT-R50200,Delta R50200 HydraChoice® Body Spray Rough,0.9,1.375
44350554472551,7715365224551,DELT-RP1001,Delta RP1001 Soap / Lotion Dispenser Chrome,1.0,0.66
44350554505319,7715365257319,DELT-RP1001SS,Delta RP1001SS Soap / Lotion Dispenser Stainless,1.0,0.66
44350554832999,7715365584999,DELT-RP1740,Delta Stem Assembly 2H RP1740,0.52,0.045
44350554865767,7715365617767,DELT-RP1740MBSR,Delta RP1740MBSR Stem Assembly 2-Handle Mini-Bulk,0.52,0.21
44350554898535,7715365650535,DELT-RP17449,Delta RP17449 Clear Knob Handle Kit,0.52,0.29
44350558470247,7715366568039,DELT-RP17453,Delta Tub Spout Pull-Down Diverter Chrome RP17453,0.6,0.7
44350558896231,7715366699111,DELT-RP17453SS,Delta RP17453SS Tub Spout Pull-Down Diverter Stainless,0.6,0.79
44350558928999,7715366731879,DELT-RP188,Delta RP188 Cam Assembly Knob Handle,0.52,0.04
44350559223911,7715366830183,DELT-RP19804,Delta RP19804 Cartridge Assembly 1300 / 1400 Series 04/2006 and earlier,0.52,0.35
44350559649895,7715366994023,DELT-RP1991,Delta RP1991 Stem Unit & Seats 1600 Series,2.0,0.195
44350559944807,7715367092327,DELT-RP212,Delta RP212 Ball Assembly Stainless Steel Knob Handle,2.0,0.055
44350560010343,7715367157863,DELT-RP22734,Delta RP22734 Bonnet,0.52,0.105
44350560043111,7715367190631,DELT-RP23601,Delta RP23601 Rough Fixed Installation 2H,0.9,2.736
44350562009191,7715367780455,DELT-RP25513,Delta Stem Assembly 2H RP25513,0.52,0.08
44350562074727,7715367845991,DELT-RP29827,Delta RP29827 Shower Renovation Cover Plate Chrome,0.52,0.55
44350562107495,7715367878759,DELT-RP29827SS,Delta RP29827SS Shower Renovation Cover Plate Stainless,0.52,0.535
44350562140263,7715367911527,DELT-RP32102,Delta RP32102 Rotational Limit Stop 17 Series,0.52,0.019
44350562173031,7715367944295,DELT-RP32104,Delta RP32104 Cartridge Assembly Monitor® 17 Series 04/2006 and earlier,0.52,0.35
44350562205799,7715367977063,DELT-RP32856,Delta RP32856 Commercial HDF® Plug-In Transformer,0.52,1.55
44350562238567,7715368009831,DELT-RP3614,Delta RP3614 Repair Kit Single-Handle Knob or Lever,0.52,0.1
44350562304103,7715368075367,DELT-RP40593,Delta RP40593 Shower Arm Chrome,1.0,0.45
44350562336871,7715368108135,DELT-RP46074,Delta RP46074 Cartridge Assembly MultiChoice® Universal 13 / 14 Series,0.52,0.35
44350562369639,7715368140903,DELT-RP46078,Delta RP46078 Pressure Test Cap,2.0,0.04
44350562402407,7715368173671,DELT-RP46079,Delta RP46079 Pressure Test Plug Hot / Cold,0.52,0.023
44350562435175,7715368206439,DELT-RP46463,Delta RP46463 Cartridge Assembly MultiChoice® Universal 17 Series,0.52,0.39
44350562467943,7715368239207,DELT-RP46870,"Delta RP46870 Shower Arm 16"" Chrome",5.0,1.2
44350562566247,7715368337511,DELT-RP4993,Delta RP4993 Seats & Springs 2 ea,0.52,0.025
44350562599015,7715368370279,DELT-RP50587,Delta RP50587 Cartridge DIAMOND™ Valve Single-Handle,0.52,0.16
44350562631783,7715368403047,DELT-RP50841,Delta Universal Single-Setting Raincan Shower Head Chrome RP50841,5.0,2.22
44350562697319,7715368468583,DELT-RP51034,Delta RP51034 Vero® Flange Shower Chrome,0.52,0.07
44350562762855,7715368534119,DELT-RP51919,Delta RP51919 Cartridge 6-Setting Diverter,0.52,0.325
44350562828391,7715368599655,DELT-RP54870,Delta RP54870 Renovation Kit 600 Series Tub & Shower Chrome,0.52,1.18
44350562861159,7715368632423,DELT-RP54870SS,Delta RP54870SS Renovation Kit 600 Series Tub & Shower Stainless,80.0,1.186
44350562893927,7715368665191,DELT-RP5651,Delta RP5651 Drain Assembly Metal Pop-Up Bathroom Chrome,1.0,1.04
44350562926695,7715368697959,DELT-RP5651SS,Delta RP5651SS Drain Assembly Metal Pop-Up Bathroom Stainless,1.0,1.27
44350562959463,7715368730727,DELT-RP5836,Delta Tub Spout Pull-Down Diverter Chrome RP5836,0.6,0.643
44350563024999,7715368796263,DELT-RP60097,Delta Side Spray & Hose Assembly Chrome RP60097,0.52,0.74
44350563057767,7715368829031,DELT-RP60097SS,Delta RP60097SS Side Spray & Hose Assembly Stainless,0.52,0.57
44350563090535,7715368861799,DELT-RP6025,Delta RP6025 Flange Shower Chrome,0.52,0.05
44350569480295,7715370172519,DELT-RP61,Delta RP61 Cam Assembly Lever Handle,2.0,0.035
44350569709671,7715370238055,DELT-RP61058,Delta RP61058 Universal Shower Arm & Flange Ceiling Mount Chrome,1.0,0.53
44350569775207,7715370303591,DELT-RP61058RB,Delta RP61058RB Universal Shower Arm & Flange Ceiling Mount Venetian Bronze,1.0,0.55
44350571380839,7715370565735,DELT-RP61058SS,Delta RP61058SS Universal Shower Arm & Flange Ceiling Mount Stainless,1.0,0.525
44350571970663,7715370762343,DELT-RP62088SS,Delta RP62088SS In2ition® Two-In-One Shower Stainless,5.0,2.2
44350572396647,7715370860647,DELT-RP62283,Delta Universal Single-Setting Raincan Shower Head Chrome RP62283,5.0,1.37
44350572626023,7715370926183,DELT-RP62734,Delta RP62734 Universal Flow Regulator Washer Handshower -,0.52,0.02
44350573117543,7715371090023,DELT-RP63139,Delta RP63139 Plumber's Box of Assorted Maintenance Parts,0.52,2.164
44350573183079,7715371122791,DELT-RP6346,Delta RP6346 Grid Strainer with Overflow Vessel Bathroom Chrome,1.0,0.95
44350573248615,7715371188327,DELT-RP64722SS,Delta RP64722SS Foundations® Tub Spout Non-Diverter Stainless,0.6,1.225
44350573314151,7715371253863,DELT-RP693CZ,Delta RP693CZ Bath Waste Assembly Champagne Bronze,1.45,3.835
44350573346919,7715371286631,DELT-RP693SS,Delta RP693SS Bath Waste Assembly Stainless,1.45,3.835
44350573379687,7715371319399,DELT-RP70,Delta RP70 Ball Assembly Lever Handle Stainless Steel,0.52,0.05
44350573445223,7715371384935,DELT-RP72730,Delta RP72730 Classic Aerator Water-Efficient 1.0 GPM,0.52,0.025
44350573477991,7715371417703,DELT-RP73371SS,Delta RP73371SS Trinsic® Tub Spout Pull-Up Diverter Stainless,0.6,0.715
44350573543527,7715371483239,DELT-RP76953SS,Delta RP76953SS Metal Lever Handle Kit with Valve Cartridge Pot Filler Stainless,0.52,0.4
44350573609063,7715371548775,DELT-RP77739,Delta RP77739 Repair Kit Bathroom,0.52,0.114
44350573805671,7715371745383,DELT-RPW324HDF-1.5,Delta RPW324HDF-1.5 Commercial HDF® HDF Slide Bar Handshower Stainless And White,5.0,4.425
44350573838439,7715371778151,DELT-T11800,Delta T11800 3-Setting 2-Port Diverter Trim Chrome,1.0,1.67
44350573871207,7715371810919,DELT-T11853,Delta T11853 Vero® 3-Setting 2-Port Diverter Trim Chrome,1.0,1.82
44350573903975,7715371843687,DELT-T11859,Delta T11859 Trinsic® 3-Setting 2-Port Diverter Trim Chrome,1.0,1.47
44350573936743,7715371876455,DELT-T11859-BL,Delta T11859-BL Trinsic® 3-Setting 2-Port Diverter Trim Matte Black,1.0,1.47
44350573969511,7715371909223,DELT-T11859-CZ,Delta T11859-CZ Trinsic® 3-Setting 2-Port Diverter Trim Champagne Bronze,1.0,1.47
44350574002279,7715371941991,DELT-T11859-SS,Delta T11859-SS Trinsic® 3-Setting 2-Port Diverter Trim Stainless,1.0,1.46
44350574067815,7715372007527,DELT-T11900,Delta T11900 6-Setting 3-Port Diverter Trim Chrome,1.0,1.67
44350574100583,7715372040295,DELT-T11900-SS,Delta T11900-SS 6-Setting 3-Port Diverter Trim Stainless,1.0,1.67
44350574133351,7715372073063,DELT-T11959,Delta T11959 Trinsic® 6-Setting 3-Port Diverter Trim Chrome,5.0,1.46
44350574166119,7715372105831,DELT-T11959-SS,Delta T11959-SS Trinsic® 6-Setting 3-Port Diverter Trim Stainless,1.0,1.47
44350574198887,7715372138599,DELT-T11964,Delta T11964 Ashlyn® 6-Setting 3-Port Diverter Trim Chrome,1.0,1.41
44350574264423,7715372204135,DELT-T13220,Delta T13220 Classic Monitor® 13 Series Shower Trim Chrome,1.0,2.13
44350574297191,7715372236903,DELT-T13220-SS,Delta T13220-SS Classic Monitor® 13 Series Shower Trim Stainless,1.0,2.12
44350574362727,7715372302439,DELT-T13420,Delta T13420 Classic Monitor® 13 Series Tub & Shower Trim Chrome,80.0,2.61
44350574395495,7715372335207,DELT-T13420-H2OT,Delta T13420-H2OT Classic Monitor® 13 Series H2OKinetic® Tub & Shower Trim Chrome,1.0,2.86
44350574428263,7715372367975,DELT-T13420-SS,Delta T13420-SS Classic Monitor® 13 Series Tub & Shower Trim Stainless,1.0,2.6
44350574461031,7715372400743,DELT-T13H162,Delta T13H162 Commercial T13H Universal Shower Trim Chrome,1.0,3.135
44350574493799,7715372433511,DELT-T14059,Delta T14059 Trinsic® Monitor® 14 Series Valve Only Trim Chrome,5.0,1.08
44350574559335,7715372499047,DELT-T14064,Delta T14064 Ashlyn® Monitor® 14 Series Valve Only Trim Chrome,1.0,1.57
44350578131047,7715373318247,DELT-T14259,Delta T14259 Trinsic® Monitor® 14 Series H2OKinetic® Shower Trim Chrome,1.0,2.41
44350578458727,7715373449319,DELT-T14259-BL,Delta T14259-BL Trinsic® Monitor® 14 Series H2OKinetic® Shower Trim Matte Black,5.0,2.45
44350579277927,7715373776999,DELT-T14259-SS,Delta T14259-SS Trinsic® Monitor® 14 Series H2OKinetic® Shower Trim Stainless,1.0,2.4
44350579998823,7715373940839,DELT-T14259-SSLHD,Delta T14259-SSLHD Trinsic® Monitor® 14 Series Shower Trim Less Head Stainless,5.0,1.79
44350580031591,7715373973607,DELT-T14264,Delta T14264 Ashlyn® Monitor® 14 Series Shower Trim Chrome,1.0,2.44
44350580949095,7715374170215,DELT-T14264-SS,Delta T14264-SS Ashlyn® Monitor® 14 Series Shower Trim Stainless,1.0,2.42
44350582554727,7715374661735,DELT-T14459-BL,Delta T14459-BL Trinsic® Monitor® 14 Series H2OKinetic® Tub & Shower Trim Matte Black,80.0,3.25
44350582587495,7715374694503,DELT-T14459-SS,Delta T14459-SS Trinsic® Monitor® 14 Series H2OKinetic® Tub & Shower Trim Stainless,1.0,3.25
44350582620263,7715374727271,DELT-T14459-SSLHD,Delta T14459-SSLHD Trinsic® Monitor® 14 Series Tub & Shower Trim Less Head Stainless,1.0,2.58
