Handle,Command,Body HTML
replacement-prefilter-12-5-in-x-16-in-x-11-32-in,UPDATE,"<p>The 203368 is a replacement prefilter from Resideo (Honeywell Home).</p><p>The prefilter sits ahead of the electronic cell and takes the lint, hair and coarse dust out first. It is the cheap part that keeps the expensive part clean: a cell that has to collect what a prefilter should have caught fouls faster and needs washing more often.</p><p><strong>Match the size, not the model name.</strong> These are sold by dimension and the same cleaner has been built in several cabinet widths over the years. Measure what came out before you order.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 203368/U</li><li><strong>Type:</strong> Replacement prefilter</li><li><strong>Used with:</strong> F300, F50</li><li><strong>UPC:</strong> 085267259910</li><li><strong>Category:</strong> Air Cleaners & Filters</li></ul>"
replacement-prefilter-12-5-in-x-20-in,UPDATE,"<p>The 203369 is a replacement prefilter from Resideo (Honeywell Home).</p><p>The prefilter sits ahead of the electronic cell and takes the lint, hair and coarse dust out first. It is the cheap part that keeps the expensive part clean: a cell that has to collect what a prefilter should have caught fouls faster and needs washing more often.</p><p><strong>Match the size, not the model name.</strong> These are sold by dimension and the same cleaner has been built in several cabinet widths over the years. Measure what came out before you order.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 203369/U</li><li><strong>Type:</strong> Replacement prefilter</li><li><strong>Used with:</strong> F300, F50</li><li><strong>UPC:</strong> 085267259927</li><li><strong>Category:</strong> Air Cleaners & Filters</li></ul>"
replacement-prefilter-10-in-x-20-in,UPDATE,"<p>The 203370 is a replacement prefilter from Resideo (Honeywell Home).</p><p>The prefilter sits ahead of the electronic cell and takes the lint, hair and coarse dust out first. It is the cheap part that keeps the expensive part clean: a cell that has to collect what a prefilter should have caught fouls faster and needs washing more often.</p><p><strong>Match the size, not the model name.</strong> These are sold by dimension and the same cleaner has been built in several cabinet widths over the years. Measure what came out before you order.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 203370/U</li><li><strong>Type:</strong> Replacement prefilter</li><li><strong>Used with:</strong> F300, F50</li><li><strong>UPC:</strong> 085267259934</li><li><strong>Category:</strong> Air Cleaners & Filters</li></ul>"
replacement-prefilter-12-5-in-x-16-in,UPDATE,"<p>The 203371 is a replacement prefilter from Resideo (Honeywell Home).</p><p>The prefilter sits ahead of the electronic cell and takes the lint, hair and coarse dust out first. It is the cheap part that keeps the expensive part clean: a cell that has to collect what a prefilter should have caught fouls faster and needs washing more often.</p><p><strong>Match the size, not the model name.</strong> These are sold by dimension and the same cleaner has been built in several cabinet widths over the years. Measure what came out before you order.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 203371/U</li><li><strong>Type:</strong> Replacement prefilter</li><li><strong>Used with:</strong> F300, F50</li><li><strong>UPC:</strong> 085267135108</li><li><strong>Category:</strong> Air Cleaners & Filters</li></ul>"
2-pack-replacement-postfilter-16-in-x-10-in,UPDATE,"<p>The 50000293-001 is an electronic air cleaner from Resideo (Honeywell Home).</p><p>An electronic air cleaner does not strain particles out of the air — it charges them and then collects them on plates of the opposite charge. That is a different physics from media filtration, and it shows up in the numbers: this unit holds back <strong>81% of particles in the 0.3–1.0 micron range</strong>, where a MERV 11 media filter in the same cabinet size manages about a third of that. Small particles are the ones that reach deep into the lungs and the ones a pleated filter is worst at.</p><p>The trade is maintenance. The collecting cells are washable and they have to actually be washed — an electronic cleaner that goes a year without service stops collecting and becomes an expensive empty box. Plan on pulling the cells a few times a heating season.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 50000293-001/U</li><li><strong>Type:</strong> Electronic air cleaner</li><li><strong>UPC:</strong> 085267252881</li><li><strong>Category:</strong> Air Cleaners & Filters</li></ul>"
replacement-postfilter-20-in-x-10-in,UPDATE,"<p>The 50000293-003 is an electronic air cleaner from Resideo (Honeywell Home).</p><p>An electronic air cleaner does not strain particles out of the air — it charges them and then collects them on plates of the opposite charge. That is a different physics from media filtration, and it shows up in the numbers: this unit holds back <strong>81% of particles in the 0.3–1.0 micron range</strong>, where a MERV 11 media filter in the same cabinet size manages about a third of that. Small particles are the ones that reach deep into the lungs and the ones a pleated filter is worst at.</p><p>The trade is maintenance. The collecting cells are washable and they have to actually be washed — an electronic cleaner that goes a year without service stops collecting and becomes an expensive empty box. Plan on pulling the cells a few times a heating season.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 50000293-003/U</li><li><strong>Type:</strong> Electronic air cleaner</li><li><strong>UPC:</strong> 085267252904</li><li><strong>Category:</strong> Air Cleaners & Filters</li></ul>"
replacement-postfilter-20-in-x-12-5-in,UPDATE,"<p>The 50000293-004 is an electronic air cleaner from Resideo (Honeywell Home).</p><p>An electronic air cleaner does not strain particles out of the air — it charges them and then collects them on plates of the opposite charge. That is a different physics from media filtration, and it shows up in the numbers: this unit holds back <strong>81% of particles in the 0.3–1.0 micron range</strong>, where a MERV 11 media filter in the same cabinet size manages about a third of that. Small particles are the ones that reach deep into the lungs and the ones a pleated filter is worst at.</p><p>The trade is maintenance. The collecting cells are washable and they have to actually be washed — an electronic cleaner that goes a year without service stops collecting and becomes an expensive empty box. Plan on pulling the cells a few times a heating season.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 50000293-004/U</li><li><strong>Type:</strong> Electronic air cleaner</li><li><strong>UPC:</strong> 085267252911</li><li><strong>Category:</strong> Air Cleaners & Filters</li></ul>"
truefresh-ventilation-timer-20-40-60-min,UPDATE,"<p>The 50053952-020 is a TrueFRESH ventilation timer from Resideo (Honeywell Home), 20 / 40 / 60 minute settings.</p><p>A push-button timer is how a ventilation system gets used on demand without being left running. Press it after a shower or while cooking and the ventilator runs for the chosen interval and then stops on its own — which is the part people do not do manually.</p><p>Modern construction is tight enough that air changes no longer happen by accident. Where an older house leaked its way to fresh air, a well-sealed one holds humidity, cooking odour and everything else until something moves it out on purpose — which is the job this button starts.</p><p>Wall-mounted, so it goes where people are rather than at the equipment. A ventilation system nobody can reach is a ventilation system nobody uses.</p><p>Used with: VNT5150, VNT5200.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 50053952-020/U</li><li><strong>Type:</strong> Ventilation timer</li><li><strong>Settings:</strong> 20 / 40 / 60 min</li><li><strong>Used with:</strong> VNT5150, VNT5200</li><li><strong>Category:</strong> Ventilation Controls</li></ul>"
10-in-round-automatic-damper,UPDATE,"<p>The ARD10TZ is an automatic round zone damper from Resideo (Honeywell Home), 10 in diameter, 24 V.</p><p>In a forced-air zoning system the damper is the moving part. The zone panel opens the dampers for the zones that are calling, keeps the rest shut, and runs the equipment — so one furnace serves an upstairs that wants cooling and a basement that wants nothing without either room getting the other one’s air.</p><p><strong>Power closed, spring open.</strong> The actuator drives the blade shut and a spring returns it open, so a damper that loses power or loses its actuator fails <em>open</em>. The zone may lose control, but the blower never ends up pushing against a duct that is sealed off — which is the failure that breaks things.</p><p>Size it by duct diameter, and count the total 24 V load before adding dampers to an existing panel. Every actuator draws while it drives, and a transformer that was adequate for three zones is not automatically adequate for five.</p><p>The actuator mounts side or top, which is what makes it installable in a joist bay where the pipe can only be reached from one side.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ARD10TZ/U</li><li><strong>Type:</strong> Automatic round zone damper</li><li><strong>Size:</strong> 10 in diameter</li><li><strong>Shape:</strong> Round</li><li><strong>Voltage:</strong> 24 V</li><li><strong>Damper type:</strong> Single-blade, round</li><li><strong>Actuator mounting:</strong> Side or Top</li><li><strong>Motor:</strong> Power closed, spring open</li><li><strong>Terminals:</strong> M1-Power; M6 Common; M4 (optional)-LED indication</li><li><strong>UPC:</strong> 085267461191</li><li><strong>Category:</strong> Zone Dampers</li></ul>"
12-in-round-automatic-damper,UPDATE,"<p>The ARD12TZ is an automatic round zone damper from Resideo (Honeywell Home), 12 in diameter, 24 V.</p><p>In a forced-air zoning system the damper is the moving part. The zone panel opens the dampers for the zones that are calling, keeps the rest shut, and runs the equipment — so one furnace serves an upstairs that wants cooling and a basement that wants nothing without either room getting the other one’s air.</p><p><strong>Power closed, spring open.</strong> The actuator drives the blade shut and a spring returns it open, so a damper that loses power or loses its actuator fails <em>open</em>. The zone may lose control, but the blower never ends up pushing against a duct that is sealed off — which is the failure that breaks things.</p><p>Size it by duct diameter, and count the total 24 V load before adding dampers to an existing panel. Every actuator draws while it drives, and a transformer that was adequate for three zones is not automatically adequate for five.</p><p>The actuator mounts side or top, which is what makes it installable in a joist bay where the pipe can only be reached from one side.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> ARD12TZ/U</li><li><strong>Type:</strong> Automatic round zone damper</li><li><strong>Size:</strong> 12 in diameter</li><li><strong>Shape:</strong> Round</li><li><strong>Voltage:</strong> 24 V</li><li><strong>Damper type:</strong> Single-blade, round</li><li><strong>Actuator mounting:</strong> Side or Top</li><li><strong>Motor:</strong> Power closed, spring open</li><li><strong>Terminals:</strong> M1-Power; M6 Common; M4 (optional)-LED indication</li><li><strong>UPC:</strong> 085267171786</li><li><strong>Category:</strong> Zone Dampers</li></ul>"
