Handle,Command,Body HTML
aquatrol-zoning-panel-for-4-zone-2-wire-valves-24-vac-used-for-hydronic-zoning-systems,UPDATE,"<p>The AQ25742B is a zoning panel from Resideo (Honeywell Home).</p><p>A zoning control is what lets one boiler serve rooms that do not all want heat at the same time. Each zone gets its own thermostat and its own valve or pump; the panel takes the calls, drives the valves, and starts the boiler and circulator only when something actually needs heat.</p><p>The part that matters on installation is what the panel expects from the valve. A <strong>2-wire</strong> valve is simply driven open; a <strong>4-wire</strong> valve has an end switch that reports back when it has finished opening, and the panel waits for that before starting the circulator. Matching the panel to the valve type is what keeps the pump from running against a closed zone.</p><p>This panel is built for <strong>2-wire</strong> zone valves.</p><p>Size the panel to the zone count you will have, not the count you have today. Adding a zone later means replacing the panel, and the cost difference between four zones and six at the time of install is small compared with doing it twice.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AQ25742B/U</li><li><strong>Type:</strong> Zoning panel</li><li><strong>Category:</strong> Zone Controls</li></ul>"
aquatrol-zoning-control-for-4-zones-of-4-wire-valves-with-end-switches-24-vac-used-for-hydronic-zoning-systems,UPDATE,"<p>The AQ25744B is a zoning panel from Resideo (Honeywell Home).</p><p>A zoning control is what lets one boiler serve rooms that do not all want heat at the same time. Each zone gets its own thermostat and its own valve or pump; the panel takes the calls, drives the valves, and starts the boiler and circulator only when something actually needs heat.</p><p>The part that matters on installation is what the panel expects from the valve. A <strong>2-wire</strong> valve is simply driven open; a <strong>4-wire</strong> valve has an end switch that reports back when it has finished opening, and the panel waits for that before starting the circulator. Matching the panel to the valve type is what keeps the pump from running against a closed zone.</p><p>This panel is built for <strong>4-wire</strong> zone valves.</p><p>Size the panel to the zone count you will have, not the count you have today. Adding a zone later means replacing the panel, and the cost difference between four zones and six at the time of install is small compared with doing it twice.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AQ25744B/U</li><li><strong>Type:</strong> Zoning panel</li><li><strong>Shipping weight:</strong> 4.6 lb</li><li><strong>Category:</strong> Zone Controls</li></ul>"
foot-mounted-120-vac-transformer-with-9-in-leadwires-and-plastic-end-caps,UPDATE,"<p>The AT140B1206 is a control transformer from Resideo (Honeywell Home), 140 VA, 120 V primary, foot mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><p>Leadwires are 9 inches.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT140B1206/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 140 VA</li><li><strong>Primary:</strong> 120 V</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Foot</li><li><strong>Leadwires:</strong> 9 in</li><li><strong>UPC:</strong> 085267035170</li><li><strong>Category:</strong> Transformers</li></ul>"
foot-mounted-120-208-240-vac-transformer-with-9-in-leadwires-and-plastic-end-caps,UPDATE,"<p>The AT140B1214 is a control transformer from Resideo (Honeywell Home), 140 VA, 120/208/240 V primary, foot mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>The multi-tap primary (120/208/240 V) lets one part number serve equipment on different supply voltages — useful on a service truck and useful in a building where not every unit runs on the same supply.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><p>Leadwires are 9 inches.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT140B1214/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 140 VA</li><li><strong>Primary:</strong> 120/208/240 V</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Foot</li><li><strong>Leadwires:</strong> 9 in</li><li><strong>UPC:</strong> 085267035187</li><li><strong>Category:</strong> Transformers</li></ul>"
foot-mounted-plate-mounted-clamp-mounted-or-panel-mounted-120-208-240-vac-transformer-with-9-in-leadwires-and-metal-end-bells,UPDATE,"<p>The AT150A1007 is a control transformer from Resideo (Honeywell Home), 150 VA, 120/208/240 V primary, foot / plate / clamp / panel mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>The multi-tap primary (120/208/240 V) lets one part number serve equipment on different supply voltages — useful on a service truck and useful in a building where not every unit runs on the same supply.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><p>Leadwires are 9 inches.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT150A1007/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 150 VA</li><li><strong>Primary:</strong> 120/208/240 V</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Foot / Plate / Clamp / Panel</li><li><strong>Leadwires:</strong> 9 in</li><li><strong>Shipping weight:</strong> 2.3 lb</li><li><strong>Category:</strong> Transformers</li></ul>"
foot-mounted-277-vac-transformer-with-9-in-leadwires-and-plastic-end-caps,UPDATE,"<p>The AT150B1252 is a control transformer from Resideo (Honeywell Home), 150 VA, 277 V primary, foot mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><p>Leadwires are 9 inches.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT150B1252/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 150 VA</li><li><strong>Primary:</strong> 277 V</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Foot</li><li><strong>Leadwires:</strong> 9 in</li><li><strong>UPC:</strong> 085267150255</li><li><strong>Category:</strong> Transformers</li></ul>"
50va-multi-mount-transformer,UPDATE,"<p>The AT150F1022 is a control transformer from Resideo (Honeywell Home), 50 VA, multi mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT150F1022/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 50 VA</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Multi Mount</li><li><strong>UPC:</strong> 085267151115</li><li><strong>Category:</strong> Transformers</li></ul>"
plate-or-panel-mounted-208-277-480-v-ac-transformer-with-9-in-leadwires,UPDATE,"<p>The AT150F1030 is a control transformer from Resideo (Honeywell Home), 150 VA, 208/277/480 V primary, plate / panel mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>The multi-tap primary (208/277/480 V) lets one part number serve equipment on different supply voltages — useful on a service truck and useful in a building where not every unit runs on the same supply.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><p>Leadwires are 9 inches.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT150F1030/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 150 VA</li><li><strong>Primary:</strong> 208/277/480 V</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Plate / Panel</li><li><strong>Leadwires:</strong> 9 in</li><li><strong>UPC:</strong> 085267151122</li><li><strong>Category:</strong> Transformers</li></ul>"
general-purpose-transformer-with-foot-mounting,UPDATE,"<p>The AT175A1008 is a control transformer from Resideo (Honeywell Home), 175 VA, foot mount.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>Mounting matters more than it looks. The transformer has to land where the enclosure has room and where the leads reach, and a foot-mount body will not sit in a knockout that was made for a plate mount.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT175A1008/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 175 VA</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Mounting:</strong> Foot</li><li><strong>Shipping weight:</strong> 2.8 lb</li><li><strong>Category:</strong> Transformers</li></ul>"
general-purpose-transformer-with-manual-reset,UPDATE,"<p>The AT175F1023 is a control transformer from Resideo (Honeywell Home), 175 VA.</p><p>Almost every heating and cooling control runs on 24 volts, and the transformer is what makes it. It takes line voltage in and delivers the low-voltage supply that the thermostat, the zone valves, the relays and the gas valve all share.</p><p><strong>Size it by VA, not by voltage.</strong> VA is the load the transformer can carry, and every device on the control circuit adds to it — a zone valve pulls current while it drives, a relay coil holds current the whole time it is energized, and a Wi-Fi thermostat draws continuously. A transformer sized for the original equipment will not carry the same system after two zones and a smart stat have been added, and the symptom is intermittent: things work alone and fail together.</p><p>This model has a <strong>manual reset</strong>: an overload opens the transformer and it stays open until someone presses the button. That is deliberate. A self-resetting transformer that keeps cycling on a shorted control wire hides the fault; one that stays off makes you find it.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> AT175F1023/U</li><li><strong>Type:</strong> Control transformer</li><li><strong>Rating:</strong> 175 VA</li><li><strong>Secondary:</strong> 24 Vac</li><li><strong>Reset:</strong> Manual</li><li><strong>Shipping weight:</strong> 2.8 lb</li><li><strong>Category:</strong> Transformers</li></ul>"
